city_id,city,country
709529,Painan,Indonesia
716362,Prasat Sambour,Cambodia
734737,Puspanegara,Indonesia
734777,Sungai Danau,Indonesia
711978,Sangkulirang,Indonesia
512820,Marinduque,Philippines
720022,Pamalican Island,Philippines
161771,Bontang,Indonesia
181894,Tacloban,Philippines
702020,Burgos (Surigao),Philippines
720026,San Felipe,Philippines
180131,San Jose (Nueva Ecija),Philippines
178649,Pili,Philippines
728039,Marabut,Philippines
734788,Maratua Payung-payung,Indonesia
709492,Bau-Bau,Indonesia
737589,Irosin,Philippines
737290,Gò Công,Vietnam
219537,Buon Buor,Vietnam
218832,Ban Yen Nhan,Vietnam
224719,Lai Son,Vietnam
669514,Wiang Kaen (Chiang Rai),Thailand
206715,Phutthaisong,Thailand
728005,Phuoc Long (Binh Phuoc),Vietnam
717277,Anambas Islands,Indonesia
734719,Naibos,Indonesia
734726,Air Itam,Indonesia
736093,Banga (South Cotabato),Philippines
737398,Kuantan Singingi Regency,Indonesia
734932,Kota Pari,Indonesia
734870,Tembilahan Kota,Indonesia
725255,Babo,Indonesia
737475,Luisiana,Philippines
246861,Magetan,Indonesia
728078,Sungai Penuh,Indonesia
161644,Bulak,Indonesia
232702,Tuy Phong,Vietnam
231205,Thon Co Luy,Vietnam
161672,Kalibata,Indonesia
734736,Cibeureum,Indonesia
720426,Santa Maria,Philippines
220906,Da Tham,Vietnam
736594,Rattota,Sri Lanka
737302,Bansud,Philippines
710934,Ta Khmau,Cambodia
214110,Na Muen,Thailand
710198,Athurugiriya,Sri Lanka
734818,Juanga,Indonesia
161869,Bima,Indonesia
161838,Merapi,Indonesia
21936,Serang,Indonesia
734919,Tarantang,Indonesia
206650,Phop Phra,Thailand
115712,Nhon Trach,Vietnam
161892,Sunggal,Indonesia
161758,Situbondo,Indonesia
161641,Bintang,Indonesia
734790,Pulau Derawan,Indonesia
736320,Poso,Indonesia
224649,La Phu,Vietnam
214377,Phra Nakhon Si Ayutthaya,Thailand
224877,Lang Chieu,Vietnam
172000,Garcia,Philippines
734746,Sumberejo,Indonesia
169818,Concepcion,Philippines
215124,Phu Tho,Vietnam
223205,Huyen Kon Plong,Vietnam
115661,Ben Luc,Vietnam
734831,Setanggor,Indonesia
115651,Hung Yen,Vietnam
706227,Blora,Indonesia
221899,Dong Xoai,Vietnam
161643,Buaran,Indonesia
161640,Banjar,Indonesia
213679,Kaset Sombun,Thailand
256219,Ban Keun,Laos
232764,Van Don,Vietnam
221946,Duc Khe,Vietnam
214649,Suwannaphum,Thailand
709813,Batang,Indonesia
79615,Koh Kong,Cambodia
734741,Cisurupan,Indonesia
161742,Temanggung,Indonesia
734896,Waha,Indonesia
716210,Dehiattakandiya,Sri Lanka
705965,Kidapawan City,Philippines
19404,Wamena,Indonesia
734889,Patikarya,Indonesia
737417,Bantaeng,Indonesia
700534,Trece Martires,Philippines
181322,Solano,Philippines
514500,Padre Burgos (Quezon),Philippines
214227,Nong Prue,Thailand
705975,Cotabato City,Philippines
178324,Pandi,Philippines
702179,Atimonan,Philippines
204054,Bac Kan,Vietnam
390203,Antique,Philippines
226401,Meo Vac,Vietnam
702041,Agam,Indonesia
737567,Bireuen,Indonesia
513360,Oroquieta City,Philippines
705970,Midsayap,Philippines
713207,San Francisco,Philippines
728070,Tuba,Philippines
220856,Da Breline,Vietnam
738785,Tobelo,Indonesia
702148,Morong,Philippines
705977,Mangaldan,Philippines
183302,Villareal,Philippines
671676,Monaragala,Sri Lanka
709102,Nabua,Philippines
230827,Thanh Chuong,Vietnam
736094,Baganga,Philippines
737763,Srayang,Cambodia
719234,Ivisan,Philippines
734947,Mayangan,Indonesia
734851,Watu Nggene,Indonesia
734880,Kampoti,Indonesia
716186,Pinrang,Indonesia
710183,Ambarawa,Indonesia
161745,Bambu,Indonesia
737653,Kandeman,Indonesia
222541,Hau Giang,Vietnam
737460,Koslanda,Sri Lanka
204945,Kaset Wisai,Thailand
725492,Tahuna,Indonesia
167464,Bandaragama,Sri Lanka
216211,Ap Nguyen Thai Hoc,Vietnam
728057,San Luis,Philippines
737426,Sidikalang,Indonesia
734921,Lubuk Alung,Indonesia
737463,Tayug,Philippines
728058,Bongabon,Philippines
227246,Nam Pi,Vietnam
716363,Puok,Cambodia
174334,Jasaan,Philippines
169804,Commonwealth,Philippines
737378,Subang,Indonesia
723913,Moung Ruessei,Cambodia
167619,Bato,Philippines
204070,Tra Vinh,Vietnam
737339,Sinjai,Indonesia
734848,Sarotari,Indonesia
169075,Canlaon,Philippines
161776,Gedung,Indonesia
736183,Kaoh Sdach,Cambodia
246855,King Island (Koh Sdech),Cambodia
725363,Kolaka,Indonesia
737396,Wajo,Indonesia
232725,Uong Bi,Vietnam
734850,Liang Ndara,Indonesia
734775,Belimbing Baru,Indonesia
725481,Sintang,Indonesia
728049,Mamburao,Philippines
701006,Kampong Chhnang,Cambodia
726303,Kalthota,Sri Lanka
720023,Pinamalayan,Philippines
702151,Hinigaran,Philippines
217097,Ban Bang,Vietnam
708935,Porac,Philippines
161780,Anggrek,Indonesia
702136,Mati,Philippines
734824,Lembar,Indonesia
737384,Tagkawayan,Philippines
737211,Bua,Indonesia
734924,Timbangan,Indonesia
711749,Maragusan,Philippines
737400,Parigi Moutong Regency,Indonesia
214952,Lien Huong,Vietnam
231976,Tinh Bien,Vietnam
737392,Rokan Hulu Regency,Indonesia
709713,Calumpit,Philippines
716208,Dehiovita,Sri Lanka
736593,Wilgamuwa,Sri Lanka
728030,Bugallon,Philippines
737419,Majene,Indonesia
705376,Real,Philippines
737489,Mansalay,Philippines
737325,San Agustin (Surigao del Sur),Philippines
161772,Perjiwa,Indonesia
734908,Kalinaun,Indonesia
706695,Wonogiri,Indonesia
167648,Bayawan,Philippines
227928,O Mon,Vietnam
711739,Marilao,Philippines
734859,Patiala Bawa,Indonesia
228819,Phuong Phi,Vietnam
728069,Dipaculao,Philippines
513157,Bontoc,Philippines
734935,Karang Tengah,Indonesia
170423,Dolores,Philippines
737409,Watulimo,Indonesia
737447,South Ogan Komering Ulu,Indonesia
220971,Dai Lanh,Vietnam
226146,Luong Oai,Vietnam
737667,Solok,Indonesia
161881,Abadi,Indonesia
221674,Dong Giang,Vietnam
728009,An Son (Kien Giang),Vietnam
734765,Sumbermujur,Indonesia
222504,Hang Thau,Vietnam
737250,Ngebel,Indonesia
737432,Dilasag,Philippines
734806,Daik,Indonesia
737413,Senduro,Indonesia
220859,Da Cay,Vietnam
222761,Hoang Su Phi,Vietnam
709705,Clarin,Philippines
180137,San Juan,Philippines
734753,Kutoarjo,Indonesia
734786,Manggar,Indonesia
734770,Sendang,Indonesia
166507,Allen,Philippines
716351,Kampong Leav,Cambodia
737487,Đa Nhim,Vietnam
734825,Peresak,Indonesia
217917,Ban Na Ba,Vietnam
161662,Cimanggis,Indonesia
221872,Dong Trieu,Vietnam
161810,Kampungjawa,Indonesia
725258,Banda Aceh,Indonesia
737512,Sanchez Mira,Philippines
716355,Khsach Kandal,Cambodia
702153,Kitaotao,Philippines
736324,Dobo,Indonesia
178731,Plaridel (Misamis Occidental),Philippines
738819,Cuyapo,Philippines
728043,Pio V. Corpus,Philippines
230557,Tang Klang,Vietnam
669666,Phu Tho (Phu Tho),Vietnam
178313,Panabo,Philippines
161751,Lebo,Indonesia
734762,Tepas,Indonesia
168721,Bukidnon,Philippines
736095,Pantabangan,Philippines
231650,Thu Dau Mot,Vietnam
229784,Riong Serignac,Vietnam
728053,Jala-Jala,Philippines
720496,Palauig,Philippines
19660,Rattanakiri,Cambodia
716198,Madampe,Sri Lanka
736626,Ruwanwella,Sri Lanka
669541,Ja-Ela,Sri Lanka
737359,Karangkandri,Indonesia
734945,Saukabu,Indonesia
720978,Sing Cong,Vietnam
736624,Kalawana,Sri Lanka
708949,Pambujan,Philippines
728052,Maragondon,Philippines
702319,Tayabas,Philippines
734827,Labulia,Indonesia
706686,Purworejo,Indonesia
222377,Ha Hoi,Vietnam
219731,Buon Mhang,Vietnam
223058,Huyen Can Giuoc,Vietnam
220855,Da Binh,Vietnam
734802,Sebong Lagoi,Indonesia
227375,Nga Son,Vietnam
734795,Long Wehea,Indonesia
225104,Lang Khiem,Vietnam
513242,Ampara,Sri Lanka
737237,Lubao,Philippines
701449,Busuanga,Philippines
213524,Chat Trakan,Thailand
728029,Baras,Philippines
669628,,Sri Lanka
716206,Pitabeddara,Sri Lanka
728059,Manaoag,Philippines
716356,Kien Svay,Cambodia
702263,Malitbog,Philippines
700532,Tagbilaran City,Philippines
737565,Alcala,Philippines
737486,East Halmahera Regency,Indonesia
737943,Pilar (Sorsogon),Philippines
734780,Sei Pinang,Indonesia
734808,Murni Jaya,Indonesia
737450,Luwu Regency,Indonesia
712522,Nunukan,Indonesia
215297,An Khe,Vietnam
728073,San Luis (Aurora),Philippines
717026,Thateng,Laos
734906,Hutan,Indonesia
702227,Guihulngan,Philippines
720014,Jimalalud,Philippines
671730,Lakewood,Philippines
711919,Welimada,Sri Lanka
226346,Manline,Vietnam
181977,Tanauan,Philippines
227612,Nguyet Hang,Vietnam
512788,Poipet,Cambodia
716200,Mahawewa,Sri Lanka
222357,Ha Chue,Vietnam
115663,Tân An,Vietnam
728071,Mallig,Philippines
178365,Parañaque,Philippines
106084,Thakhek,Thailand
233232,Xa Trang Bom,Vietnam
737559,Cunca Wulang,Indonesia
734890,Bonto Lempangan,Indonesia
728050,Malilipot,Philippines
228632,Phum Banteai Dek,Vietnam
734722,Belolaut,Indonesia
734751,Banyubiru,Indonesia
728032,Roxas,Philippines
671679,Tanjay City,Philippines
737549,Muang Fuong,Laos
181415,Soriano,Philippines
213894,Kuchinarai,Thailand
717279,Badung,Indonesia
737705,Apalit,Philippines
737521,Tomas Oppus,Philippines
737518,San Ildefonso,Philippines
734918,Sarilamak,Indonesia
728055,Dinalupihan,Philippines
711906,Ipalogama,Sri Lanka
734852,Nangamese,Indonesia
709103,Pasacao,Philippines
737684,Madrid,Philippines
737547,Tabundung,Indonesia
709117,Calabanga,Philippines
224255,Koc Pai,Vietnam
223330,Huyen Quynh Luu,Vietnam
223849,Khe Sanh,Vietnam
734917,Pasakiat Teileleu,Indonesia
213837,Khura Buri,Thailand
175782,Locsin,Philippines
230888,Thanh Pho Da Lat,Vietnam
737529,Aritao,Philippines
161784,Bengkalis,Indonesia
734877,Rambah,Indonesia
222448,Hai Hau,Vietnam
734849,Komodo,Indonesia
715373,Cavinti,Philippines
215683,Ap Cho Dinh,Vietnam
702260,Hinunangan,Philippines
710249,Batukaras,Indonesia
224558,Krela Goul,Vietnam
669497,Na Pho (Buriram),Thailand
233155,Xa Gia Tan,Vietnam
728011,Thai Hoa (Nghe An),Vietnam
230901,Thanh Pho Vung Tau,Vietnam
734723,Mentok,Indonesia
734749,Karangputat,Indonesia
175839,Lopez,Philippines
734913,Kamang Hilir,Indonesia
734767,Tegalrejo,Indonesia
215317,An Ma,Vietnam
732942,Boten,Laos
709100,Ligao,Philippines
734860,Kalembu Kaha,Indonesia
734747,Samiran,Indonesia
512856,Cianjur,Indonesia
737418,Tana Tidung,Indonesia
737402,Pelalawan,Indonesia
734846,Kuang,Indonesia
734750,Bawu,Indonesia
734879,Topoyo,Indonesia
232305,Tram Chim,Vietnam
219886,Cai Lay,Vietnam
217051,Bai Man,Vietnam
716199,Dankotuwa,Sri Lanka
716354,Kandal Stueng,Cambodia
230474,Tan Giang,Vietnam
734756,Rejosari,Indonesia
734883,Kalegowa,Indonesia
220863,Da Dang,Vietnam
232745,Van Chan,Vietnam
161613,Kuning,Indonesia
737678,Banaybanay,Philippines
218121,Ban Ngoa,Vietnam
726304,Addalaichenai,Sri Lanka
229464,Poum Ban,Vietnam
234483,Ye Yen Sun Cay,Vietnam
720033,Ternate,Philippines
512911,Pagadian,Philippines
702287,Manapla,Philippines
737236,Nabunturan,Philippines
734861,Kadumbul,Indonesia
226805,Truong Ha,Vietnam
737654,Agdangan,Philippines
216938,Ba Tri,Vietnam
734794,Margomulyo,Indonesia
737393,Polewali Mandar,Indonesia
738807,Mahayag,Philippines
734923,Lubuk Kupang,Indonesia
167642,Bautista,Philippines
734842,Maluk,Indonesia
161766,Sungkai,Indonesia
737668,Pililla,Philippines
161710,Sukamanah,Indonesia
734781,Pegatan Hulu,Indonesia
183618,Welisara,Sri Lanka
204603,Doi Tao,Thailand
709118,Arayat,Philippines
737669,San Antonio (Nueva Ecija),Philippines
161764,Siantan,Indonesia
737704,Science City of Munoz,Philippines
233407,Xom Bung Dia,Vietnam
214371,Phong Prasat,Thailand
735549,Minneriya,Sri Lanka
180948,Silay City,Philippines
736611,Malimbada,Sri Lanka
216020,Ap Lam Phu,Vietnam
230218,Suoi Rem,Vietnam
219041,Bidong,Vietnam
220870,Da Han,Vietnam
215067,Chieng Cang,Vietnam
222744,Hoang Le,Vietnam
713206,Tangalan,Philippines
233332,Xom Bai Diep,Vietnam
736233,Svay Leu,Cambodia
173735,Horana,Sri Lanka
734914,Magek,Indonesia
716196,Kolonna,Sri Lanka
728026,Sara,Philippines
669665,Kampong Speu,Cambodia
705348,Hindang,Philippines
736090,Telbang,Philippines
671725,Ko Phaluai,Thailand
229985,Soc Cup De,Vietnam
712008,Anda,Philippines
734738,Sukaresmi,Indonesia
227534,Ngoc Quang,Vietnam
214403,Phu Phiang,Thailand
226109,Lung Tiem,Vietnam
720018,Murcia,Philippines
231195,Thon Cat Loi,Vietnam
222985,Huu Lung,Vietnam
161731,Paras,Indonesia
219223,Bo Trach,Vietnam
738823,Sual,Philippines
219215,Bo Son,Vietnam
728031,Binalonan,Philippines
734869,Tembilahan Hilir,Indonesia
736596,Pannala,Sri Lanka
716204,Siyambalanduwa,Sri Lanka
736522,Hingurakgoda,Sri Lanka
513315,Dodanduwa,Sri Lanka
736618,Ingiriya,Sri Lanka
735686,Hatton,Sri Lanka
711016,Uswetakeiyawa,Sri Lanka
218499,Ban Suoi Hoi,Vietnam
216222,Ap Nhon Duc,Vietnam
737394,Donggala,Indonesia
738822,Del Gallego,Philippines
719584,Tellippalai,Sri Lanka
700533,Tangub City,Philippines
737719,Magallanes (Cavite),Philippines
734844,Pasir Putih,Indonesia
217141,Ban Bon,Vietnam
161664,Dalung,Indonesia
222641,Ho To,Vietnam
734891,Salenrang,Indonesia
710582,Krui,Indonesia
161658,Cikeasudik,Indonesia
734864,Manamas,Indonesia
734734,Pasirlangu,Indonesia
705326,Lebak,Indonesia
734822,Poja,Indonesia
725455,Raha,Indonesia
736092,Ajuy,Philippines
737209,Labuha,Indonesia
737214,Bumi Raya,Indonesia
734892,Bente,Indonesia
213700,Khao Chamao,Thailand
219951,Cam Pha Port,Vietnam
718706,Bulalacao,Philippines
709487,Gapan,Philippines
716211,Palagala,Sri Lanka
221396,Dien Ban,Vietnam
729822,Sudipen,Philippines
710711,Muaratewe,Indonesia
513490,Cabadbaran,Philippines
734809,Banda Neira,Indonesia
728054,Paete,Philippines
228411,Phu Cat,Vietnam
221016,Dak Ben,Vietnam
231645,Thot Not,Vietnam
725044,Estancia,Philippines
221745,Dong Luy Tay,Vietnam
734837,Suela,Indonesia
231553,Thon Tri Thuy,Vietnam
181270,Soccoro,Philippines
736586,Kinniya,Sri Lanka
736263,Rantetayo,Indonesia
513656,Bajawa,Indonesia
230886,Thanh Pho Buon Ma Thuot,Vietnam
173844,Hunnasgiriya,Sri Lanka
220186,Cham Ta Lao,Vietnam
215087,Hoa Loi,Vietnam
734782,Kumai Hulu,Indonesia
180065,San Antonio,Philippines
222738,Hoang Hoa,Vietnam
176467,Mawanella,Sri Lanka
230081,Song Be,Vietnam
705351,Kalkudah,Sri Lanka
228475,Phu Luu,Vietnam
176332,Marigondon,Philippines
712023,Pagbilao,Philippines
216050,Ap Loc Lam,Vietnam
709704,Calamba (Misamis Occidental),Philippines
222949,Huong Tan Lac,Vietnam
161687,Padurenan,Indonesia
737658,Santa Maria (Laguna),Philippines
734731,Tungkal,Indonesia
737743,Buenavista,Philippines
221949,Duc Lap,Vietnam
734721,Puput,Indonesia
737277,Buug,Philippines
710231,Ban Phathok,Laos
710644,Makumbura,Sri Lanka
736180,Tonpheung,Laos
219955,Cam Ranh,Vietnam
169112,Capiz,Philippines
206403,Pa Daet,Thailand
734712,Mon Ikeun,Indonesia
736599,Kattankudy,Sri Lanka
223384,Huyen Thanh Son,Vietnam
709104,Santa Magdalena,Philippines
227384,Ngai Giao,Vietnam
226631,My Lai,Vietnam
229517,Quan Chin,Vietnam
728066,Concepcion (Iloilo),Philippines
737295,West Banyak Island,Indonesia
171869,Gabaldon,Philippines
709708,Lopez Jaena,Philippines
719051,Nam Bak,Laos
180171,San Miguel,Philippines
223169,Huyen Hoa Lu,Vietnam
736597,Narammala,Sri Lanka
720975,Thuan An (Binh Duong),Vietnam
734763,Sumber Rejo,Indonesia
161723,Jati,Indonesia
205984,Non Din Daeng,Thailand
223020,Huyen Bac Ha,Vietnam
229572,Quan Son Tra,Vietnam
223290,Huyen Ninh Son,Vietnam
710173,Agno,Philippines
229510,Quan Binh Thanh,Vietnam
218903,Bao Lam,Vietnam
734819,Lifao,Indonesia
738774,Tigaon,Philippines
179054,Puerto Princesa City,Philippines
223175,Huyen Hoang Hoa,Vietnam
728056,San Simon,Philippines
223031,Huyen Bat Xat,Vietnam
175188,La Carlota,Philippines
229663,Quang Uyen,Vietnam
732842,Nagcarlan,Philippines
671709,Preah Vihear,Cambodia
513428,Siharaja,Sri Lanka
728007,Chau Thanh A,Vietnam
230889,Thanh Pho Hai Phong,Vietnam
222292,Go Dau Ha,Vietnam
710748,Nongkhiaw,Laos
737623,Morowali Regency,Indonesia
735691,Wang Chao,Thailand
220109,Cau Ke,Vietnam
167654,Bayombong,Philippines
179064,Pulilan,Philippines
734936,Purwosari,Indonesia
734821,Guraping,Indonesia
710339,Cikujang,Indonesia
223067,Huyen Chau Duc,Vietnam
221760,Dong Nai,Vietnam
168185,Bocaue,Philippines
738812,Gingoog,Philippines
710415,Galuke,Sri Lanka
736615,Palindanuwara,Sri Lanka
512902,Bislig,Philippines
220874,Da Jrang,Vietnam
215197,A Luoi,Vietnam
725418,Nabire,Indonesia
737333,Maumbi,Indonesia
734758,Sarongan,Indonesia
738801,Santa Catalina,Philippines
736236,Krong Svay Rieng,Cambodia
728062,Lugait,Philippines
734796,Sangatta Selatan,Indonesia
230399,Tam Diep,Vietnam
709715,Rizal (Palawan),Philippines
180450,Santolan,Philippines
226074,Lung Nieo,Vietnam
716372,Tram Kak,Cambodia
513230,Wennappuwa,Sri Lanka
720028,Santa Rita (Pampanga),Philippines
226149,Luong Phuoc,Vietnam
220165,Cha Lao,Vietnam
734714,Matang,Indonesia
711833,Matugama,Sri Lanka
223306,Huyen Phu Quoc,Vietnam
223444,Huyen Van Don,Vietnam
168814,Buttala,Sri Lanka
222008,Duong Luat,Vietnam
738815,Tinglayan,Philippines
161719,Colo,Indonesia
734745,Balekambang,Indonesia
734931,Sibuhuan Jae,Indonesia
161727,Kartosuro,Indonesia
217010,Bac Yen,Vietnam
709723,Takengon,Indonesia
710945,Tam dao,Vietnam
734713,Pulau Baguk,Indonesia
221085,Dak Nhe,Vietnam
716370,Thma Bang [Duplicate with 710954],Cambodia
19627,Jawa Timur (East Java),Indonesia
720015,Libmanan,Philippines
705350,Panukulan,Philippines
182113,Teresa,Philippines
220857,Da But,Vietnam
207020,Seka,Thailand
736327,Alor Island,Indonesia
220423,Chong Bat,Vietnam
224131,Kieu Ky,Vietnam
178270,Palanan,Philippines
708938,Capul,Philippines
671656,Sariaya (Quezon),Philippines
220331,Chinh Trung,Vietnam
167408,Balete (Batangas),Philippines
712643,Lanuza,Philippines
170221,Del Pilar,Philippines
167347,Bahay Toro,Philippines
176414,Masilang,Philippines
161791,Cikini,Indonesia
167720,Bel-Air Four,Philippines
182070,Tejeros,Philippines
710994,Tuk Tuk,Indonesia
1542,Mount Lavinia,Sri Lanka
710799,Phumi Ta Ros,Cambodia
702034,Xam Neua,Laos
713012,Santa Fe,Philippines
178414,Pasig,Philippines
177415,New Manila,Philippines
161713,Ton Kiv,Indonesia
178418,Pasong Tamo,Philippines
710942,Talawatugoda,Sri Lanka
170059,Culiculi,Philippines
174352,Jesus De La Peña,Philippines
171607,Forestry,Philippines
710510,Kadirana North,Sri Lanka
166334,Airmen Village,Philippines
221247,Dao Lang,Vietnam
710710,Muarakarang,Indonesia
174635,Kasilawan,Philippines
176325,Maricaban,Philippines
222958,Huong Tra,Vietnam
712953,Daluwekotuwa,Sri Lanka
223035,Huyen Binh Chanh,Vietnam
170339,Diezmo,Philippines
221943,Duc Hoa,Vietnam
170038,Cubacub,Philippines
176133,Majon,Philippines
213388,Bang Nai Si,Thailand
